Title,Distributor,Release Date,Rating,Genre1,Genre2,Genre3,Country1,Country2,Country3,Director1,Director2,Director3,Actor1,Actor2,Actor3,"Lifetime
Gross","Preview
Gross","Opening
Day","Opening
Day
Gross","Opening
Day
Screens","Opening
Day
Theatres","Opening
Weekend
Gross","Opening
Weekend
Screens","Opening
Weekend
Theatres","Opening
Week
Gross","Opening
Week
Screens","Opening
Week
Theatres","% of
Opening
Weekend
to Week"
Tea With Madam Clos,Ronin,21/10/2010,G,Documentary,,,Australia,,,Jane Oehr,,,MADAME CLOS,,,18258,,Thursday,420,6,,3100,6,,4547,6,,68%
Perfect Wedding,Full Brief,21/10/2010,M,Romance,,,Hong Kong,,,Barbara Wong,,,Raymond Lam,Miriam Yeung,Chrissie Chow,14290,,Thursday,917,3,,5874,3,,9286,3,,63%
Road Train,Pinnacle,21/10/2010,MA15+,Horror,Thriller,Sci-fi,Australia,,,Dean Francis,,,Bob Morley,Sophie Lowe,Georgina Haig,11338,,Thursday,768,7,,6063,7,,7871,7,,77%
"Town, The",Warner Bros.,14/10/2010,MA15+,Drama,Thriller,Crime,USA,,,Ben Affleck,,,Ben Affleck,Jeremy Renner,Jon Hamm,7621810,,Thursday,276944,260,,2042243,260,,2724533,260,,75%
Resident Evil: Afterlife,Sony,14/10/2010,MA15+,Action,Adventure,Horror,Canada,Germany,USA,Paul W.S. Anderson,,,Milla Jovovich,Wentworth Miller,Ali Larter,4554070,,Thursday,409424,186,,1879354,186,,2442698,186,,77%
Let Me In,Icon,14/10/2010,MA15+,Drama,Horror,Thriller,UK,USA,,Matt Reeves,,,Kodi Smit-McPhee,Richard Jenkins,Cara Buono,974715,,Thursday,62642,149,,411101,150,,546962,153,,75%
Detective Dee And The Mystery Of The Phantom Flame,Dream Movie,14/10/2010,M,Action,Thriller,Crime,China,Hong Kong,,Hark Tsui,,,Andy Lau,Carina Lau,Bingbing Li,246895,,Thursday,16472,7,,84035,7,,116152,7,,72%
Chloe,Roadshow,14/10/2010,MA15+,Drama,Thriller,,USA,Canada,France,Atom Egoyan,,,Julianne Moore,Liam Neeson,Amanda Seyfried,234359,,Thursday,6579,11,,61695,11,,81580,11,,76%
"City Of Your Final Destination, The",Potential,14/10/2010,PG,Drama,,,USA,,,James Ivory,,,Anthony Hopkins,Omar Metwally,Laura Linney,126189,,Thursday,1631,11,,29890,18,,41870,18,,71%
Eat Pray Love,Sony,7/10/2010,M,Drama,Romance,,USA,,,Ryan Murphy,,,Julia Roberts,James Franco,Billy Crudup,12146566,,Thursday,714573,328,,3473338,328,,4791369,328,,72%
Buried,Icon,7/10/2010,MA15+,Thriller,Mystery,,Spain,,,Rodrigo Cortés,,,Ryan Reynolds,Robert Paterson,José Luis García Pérez,1373048,,Thursday,117025,140,,664004,148,,870683,148,,76%
Crook,Eros Australia,7/10/2010,MA15+,Thriller,,,India,,,Mohit Suri,,,Emraan Hashmi,Neha Sharma,Arjan Bajwa,66579,,Thursday,818,6,,37674,6,,54672,6,,69%
Sagan,Hoyts,7/10/2010,M,Drama,,,France,,,Diane Kurys,,,Sylvie Testud,Pierre Palmade,Jeanne Balibar,52778,,Thursday,417,2,,3755,2,,5511,2,,68%
Legend Of The Guardians: The Owls Of Ga'Hoole,Roadshow,30/09/2010,PG,Adventure,Animated,Fantasy,Australia,USA,,Zack Snyder,,,Emilie De Ravin,Hugo Weaving,Helen Mirren,4783325,384406,Thursday,353164,347,,1364099,347,,2129163,347,,64%
Dinner For Schmucks,Paramount,30/09/2010,M,Comedy,,,USA,,,Jay Roach,,,Steve Carell,Paul Rudd,Stephanie Szostak,3364956,,Thursday,250906,212,,1063841,212,,1574391,212,,68%
"Tree, The",Paramount,30/09/2010,M,Drama,,,Australia,France,,Julie Bertucelli,,,Charlotte Gainsbourg,Marton Csokas,Morgana Davies,336262,,Thursday,10509,21,,70024,21,,109665,21,,64%
Anjaana Anjaani,Eros Australia,30/09/2010,M,Comedy,Musical,Romance,India,,,Siddharth Anand,,,Priyanka Chopra,Randir Kapoor,Zayed Khan,214120,,Thursday,7854,10,,106131,13,,155668,13,,68%
Wall Street: Money Never Sleeps,Fox,23/09/2010,M,Drama,,,USA,,,Oliver Stone,,,Shia Labeouf,Michael Douglas,Josh Brolin,6238480,66275,Thursday,394305,283,,1725619,283,,2531983,283,,68%
Diary Of A Wimpy Kid,Fox,23/09/2010,PG,Comedy,,,USA,,,Thor Freudenthal,,,Steve Zahn,Chloe Moretz,Rachael Harris,5397496,469561,Thursday,203637,213,,747360,213,,1862822,213,,40%
"Girl Who Played With Fire, The",Rialto,23/09/2010,MA15+,Thriller,,,Sweden,,,Daniel Alfredson,,,Noomi Rapace,Michael Nyqvist,Lena Endre,3123630,45024,Thursday,78262,83,,502697,83,,760003,83,,66%
Charlie St. Cloud,Universal,23/09/2010,M,Drama,,,USA,,,Burr Steers,,,Kim Basinger,Dave Franco,Amanda Crew,2211713,,Thursday,160568,164,,631331,164,,1130733,164,,56%
Legend Of Chen Zhen,Dream Movie,23/09/2010,MA15+,Action,Drama,Sci-fi,Hong Kong,,,Wai-keung Lau,,,Donnie Yen,Qi Shu,Anthony Wong Chau-sang,262302,,Thursday,19700,7,,90866,7,,135534,7,,67%
"Last Airbender, The",Paramount,16/09/2010,PG,Action,Adventure,Family,USA,,,M. Night Shyamalan,,,Jackson Rathbone,Dev Patel,Nicola Peltz,9875537,,Thursday,543487,331,,2744578,331,,3935029,331,,70%
Cats & Dogs 2: The Revenge Of Kitty Galore,Roadshow,16/09/2010,G,Action,Comedy,Family,USA,,,Brad Peyton,,,Chris O'Donnell,Jack McBrayer,Christina Applegate,6677501,76809,Thursday,92571,380,,770081,380,,1603120,380,,48%
Easy A,Sony,16/09/2010,M,Comedy,Drama,Romance,USA,,,Will Gluck,,,Emma Stone,Stanley Tucci,Cam Gigandet,5828570,,Thursday,204894,166,,1198872,166,,1838323,166,,65%
"Reluctant Infidel, The",Becker,16/09/2010,MA15+,Comedy,,,UK,,,Josh Appignanesi,,,Archie Panjabi,Matt Lucas,Richard Schiff,293750,9052,Thursday,4183,16,,51210,16,,74235,16,,69%
I'm Still Here,Roadshow,16/09/2010,MA15+,Documentary,Special Event,Music,USA,,,Casey Affleck,,,Joaquin Phoenix,,,136076,,Thursday,5942,5,,35857,5,,54252,5,,66%
Ik Kudi Punjab Di,3G Entertainment,16/09/2010,G,Drama,,,India,,,Manmohan Singh,,,Amrinder Gill,Jaspinder Cheema,Aman Dhaliwal,79655,,Thursday,9716,5,,35450,5,,61392,5,,58%
"Extra Man, The",Roadshow,16/09/2010,M,Comedy,,,USA,,,Shari Springer Berman,,,John C. Reilly,Katie Holmes,Paul Dano,17124,,Thursday,742,1,,4793,1,,7437,1,,64%
Despicable Me,Universal,9/09/2010,PG,Action,Adventure,Comedy,USA,France,,Pierre Coffin,Chris Renaud,,Steve Carell,Russell Brand,Will Arnett,22423074,1555226,Thursday,322572,398,,3232788,398,,3958111,398,,82%
"Other Guys, The",Sony,9/09/2010,M,Action,Comedy,,USA,,,Adam Mckay,,,Eva Mendes,Mark Wahlberg,Dwayne Johnson,10448037,,Thursday,473507,242,,2729612,242,,3655788,242,,75%
"Sorcerer's Apprentice, The",Walt Disney,9/09/2010,PG,Drama,Fantasy,,USA,,,Jon Turteltaub,,,Nicolas Cage,Jay Baruchel,Teresa Palmer,5045200,,Thursday,197603,217,,1291470,218,,1704483,218,,76%
Dabangg,Eros Australia,9/09/2010,MA15+,Action,Thriller,,India,,,Abhinav Kashyap,,,Tinnu Anand,Malaika Arora,Mahie Gill,314090,,Thursday,30639,14,,132993,14,,206299,14,,64%
"Disappearance Of Alice Creed, The",Icon,9/09/2010,MA15+,Thriller,,,UK,,,J Blakeson,,,Gemma Arterton,Martin Compston,Eddie Marsan,273905,,Thursday,9831,28,,74176,28,,108823,28,,68%
Please Give,Roadshow,9/09/2010,M,Comedy,Drama,,USA,,,Nicole Holofcener,,,Amanda Peet,Catherine Keener,Rebecca Hall,169640,220,Thursday,5455,11,,38835,11,,55012,11,,71%
Joan Rivers: A Piece Of Work,Madman,9/09/2010,MA15+,Documentary,,,USA,,,Ricki Stern,,,Joan Rivers,Melissa Rivers,Don Rickles,86333,18243,Thursday,5490,1,,5490,1,,6686,1,,82%
We Are Family,Mindblowing,3/09/2010,M,Drama,Romance,,India,,,Siddharth Malhotra,,,Kajol,Arjun Rampal,Kareena Kapoor Khan,133031,,Friday,15169,14,,63464,14,,86652,14,,73%
Tomorrow When The War Began,Paramount,2/09/2010,M,Action,Adventure,,Australia,USA,,Stuart Beattie,,,Rachel Hurd-wood,Phoebe Tonkin,Catilin Stasey,13510000,,Thursday,765578,342,,3874814,342,,5006197,342,,77%
Going The Distance,Warner Bros.,2/09/2010,MA15+,Comedy,Romance,,USA,,,Nanette Burstein,,,Drew Barrymore,Justin Long,Ron Livingston,2156154,,Thursday,133243,238,,833117,238,,1155603,238,,72%
"Kids Are All Right, The",Hopscotch,2/09/2010,MA15+,Comedy,,,USA,,,Lisa Cholodenko,,,Mia Wasikowska,Julianna Moore,Mark Ruffalo,1612431,59781,Thursday,40322,59,,329950,59,,476534,59,,69%
Furry Vengeance,Hoyts,2/09/2010,PG,Comedy,Family,,USA,,,Roger Kumble,,,Brendan Fraser,Ken Jeong,Matt Prokop,316608,,Thursday,43,1,,3472,1,,4855,4,,72%
Reel Anime 2010,Madman,2/09/2010,VARIOUS,,,,Japan,,,,,,,,,230772,,Thursday,6790,7,,48150,7,,77557,7,,62%
"Wildest Dream, The",Imax,2/09/2010,PG,Drama,,,USA,,,Anthony Geffen,,,Conrad Anker,Hugh Dancy,Ralph Fiennes,56860,,Thursday,,,,,,,,,,
"Tumbler, The",Pack Screen,2/09/2010,M,Action,Adventure,Mystery,Australia,,,Marc Gracie,,,Gary Sweet,Louise Crawford,Hazem Shammas,381,,Thursday,46,2,,203,2,,358,2,,57%
Aashayein,Mindblowing,27/08/2010,M,Drama,,,India,,,Nagesh Kukunoor,,,John Abraham,Vikram Inamdar,Farida Jalal,7211,,Friday,1349,6,,4264,6,,6991,6,,61%
Vampires Suck,Fox,26/08/2010,M,Comedy,,,USA,,,Jason Friedberg,,,Marcelle Baer,Emily Brobst,Parker Dash,2715541,,Thursday,176856,179,,1447674,179,,1685519,179,,86%
Piranha 3D,Roadshow,26/08/2010,MA15+,Comedy,Horror,Thriller,USA,,,Alexandre Aja,,,Adam Scott,Elisabeth Shue,Eli Roth,2535276,,Thursday,153394,141,,903438,141,,1285262,141,,70%
Boy,Transmission,26/08/2010,M,Comedy,Drama,,New Zealand,,,Taika Cohen,Taika Waititi,,Te Aho Aho Eketone-whitu,Ei Kura Albert,Maakariini Butler,1932691,,Thursday,31510,41,,275164,41,,393607,41,,70%
Father Of My Children,Palace,26/08/2010,M,Drama,,,Germany,France,,Mia Hansen-Løve,,,Chiara Caselli,Louis-do De Lencquesaing,Alice De Lencquesaing,441578,23456,Thursday,7011,17,,76196,17,,106697,17,,71%
"Killer Inside Me, The",Icon,26/08/2010,MA15+,Drama,Thriller,Crime,USA,,,Michael Winterbottom,,,Casey Affleck,Kate Hudson,Jessica Alba,304834,,Thursday,13220,31,,89296,31,,133285,31,,67%
Chak Jawana,Saini,26/08/2010,M,Drama,,,India,,,Simerjit Singh,,,Karanjit Anmol,Jonita Doda,Guddu,15602,,Thursday,214,6,,6646,6,,13344,6,,50%
"Human Centipede, The",Bounty Films,26/08/2010,R18+,Drama,Horror,Thriller,Netherlands,,,Tom Six,,,Dieter Laser,Ashley C. Williams,Ashlynn Yennie,9748,,Thursday,420,1,,420,1,,420,1,,100%
Lafangey Parindey,Mindblowing,20/08/2010,MA15+,Action,Drama,Romance,India,,,Pradeep Sarkar,,,Neil Nitin Mukesh,Deepika Padukon,,36664,,Friday,5487,8,,20881,8,,28111,8,,74%
Salt,Sony,19/08/2010,M,Action,Thriller,Mystery,USA,,,Phillip Noyce,,,Angelina Jolie,Liev Schreiber,Alex Pettyfer,12634048,,Thursday,672584,365,,3940438,365,,5267227,365,,75%
Matching Jack,Fox,19/08/2010,M,Drama,,,Australia,,,Nadia Tass,,,Jacinda Barrett,Richard Roxburgh,Tom Russell,852385,,Thursday,40170,186,,261505,186,,408875,186,,64%
Cairo Time,Paramount,19/08/2010,M,Drama,Romance,,Canada,,,Ruba Nadda,,,Patricia Clarkson,Alexander Siddig,Elena Anaya,451593,,Thursday,7865,12,,54483,12,,83592,12,,65%
Four Lions,Hopscotch,19/08/2010,M,Comedy,Drama,,UK,,,Christopher Morris,,,Benedict Cumberbatch,Julia Davis,Kayvan Novak,265839,10636,Thursday,7320,11,,56270,11,,83428,11,,67%
City Under Siege,Dream Movie,19/08/2010,M,Action,Thriller,Sci-fi,Hong Kong,,,Benny Chan,,,Collin Chou,Aaron Kwok,Qi Shu,35619,,Thursday,2945,6,,14094,6,,21352,6,,66%
4.3.2.1,Universal,19/08/2010,MA15+,Thriller,Crime,,UK,,,Noel Clarke,,,Emma Roberts,Noel Clarke,Tamsin Egerton,15842,,Thursday,1338,42,,8960,42,,15842,42,,57%
Hubble 3D,Imax,13/08/2010,G,Documentary,,,Canada,USA,,Toni Myers,,,Scott D. Altman,John M. Grunsfeld,Gregory C. Johnson,2649188,31903,Friday,,,,72658,5,,96975,5,,75%
Peepli Live,Mindblowing,13/08/2010,M,Comedy,Drama,,India,,,Anusha Rizvi,,,Onkar Das,Raghuvir Yadav,Shalini Vatsa,116176,,Friday,188,6,,47935,6,,67319,6,,71%
"Expendables, The",Roadshow,12/08/2010,MA15+,Action,Adventure,Thriller,USA,Bulgaria,,Sylvester Stallone,,,Arnold Schwarzenegger,Jet Li,Jason Statham,9065084,,Thursday,650577,224,,3154529,224,,4223253,224,,75%
Scott Pilgrim vs. The World,Universal,12/08/2010,M,Action,Adventure,Comedy,Canada,USA,Japan,Edgar Wright,,,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,3276243,,Thursday,175694,178,,943258,178,,1276203,178,,74%
"Ghost Writer, The",Hoyts,12/08/2010,MA15+,Drama,Thriller,Mystery,USA,Germany,,Roman Polanski,,,Ewan McGregor,Pierce Brosnan,Jon Bernthal,2379442,175354,Thursday,74547,75,,595031,76,,818711,76,,73%
Splice,Madman,12/08/2010,MA15+,Horror,Thriller,Sci-fi,Canada,France,USA,Vincenzo Natali,,,Adrien Brody,Sarah Polley,Delphine Chanéac,144181,,Thursday,10219,38,,60240,38,,92519,38,,65%
Everlasting Moments,Icon,12/08/2010,M,Drama,,,Denmark,Finland,Norway,Jan Troell,,,Maria Heiskanen,Mikael Persbrandt,Jesper Christensen,117335,,Thursday,1679,11,,19945,11,,30521,11,,65%
"First Day Of The Rest Of Your Life, The",Rialto,12/08/2010,M,Drama,,,France,,,Rémi Bezançon,,,Jacques Gamblin,Zabou Breitman,Déborah François,86554,,Thursday,1240,3,,6205,3,,10159,3,,61%
"Nothing Men, The",Anchor Bay,12/08/2010,MA15+,Thriller,,,Australia,,,George Aloi,,,David Field,Colin Friels,Marten Dingle-wall,7581,,Thursday,1269,3,,4518,3,,5812,3,,78%
Scott Pilgrim vs. The World (dupe),Universal,12/08/2010,M,Action,Adventure,Comedy,Canada,USA,,Edgar Wright,,,Chris Evans,Kieran Culkin,Mary Elizabeth Winstead,4270,,Thursday,,,,,,,,,,
At World's End,Filmways,12/08/2010,M,Action,Adventure,Comedy,Australia,Germany,,Tomas Villum Jensen,,,Nikolaj Lie Kaas,Nikolaj Coster-Waldau,Nicolas Bro,1509,,Thursday,170,1,,800,2,,1259,2,,64%
Aisha,Mindblowing,6/08/2010,PG,Comedy,Drama,Romance,India,,,Rajshree Ojha,,,Sonam Kaprro,Abhay Deol,Anand Tiwari,79182,,Friday,12057,11,,43133,11,,59160,11,,73%
Step Up 3D,Universal,5/08/2010,PG,Drama,Special Event,Music,USA,,,Jon Chu,,,Alyson Stoner,Harry Shum Jr.,Sharni Vinson,10312700,,Thursday,490346,316,,3176113,316,,4366494,316,,73%
"Special Relationship, The",Roadshow,5/08/2010,M,Drama,,,UK,,,Richard Loncraine,,,Michael Sheen,Dennis Quaid,Helen Mccrory,590340,25843,Thursday,23070,52,,169208,52,,262031,52,,65%
Killers,Roadshow,29/07/2010,M,Action,Thriller,,USA,,,Robert Luketic,,,Katherine Heigl,Ashton Kutcher,Catherine O'Hara,5692928,,Thursday,306461,253,,2050828,253,,2625515,253,,78%
South Solitary,Icon,29/07/2010,M,Comedy,Drama,,Australia,,,Shirley Barrett,,,Martin Csokas,Miranda Otto,Rohan Nichol,638859,,Thursday,18588,36,,132240,36,,185595,36,,71%
Me And Orson Welles,Madman,29/07/2010,PG,Comedy,Drama,,UK,USA,,Richard Linklater,,,Zac Efron,Claire Danes,Christian Mckay,569034,,Thursday,11778,25,,107602,25,,157978,25,,68%
Centurion,Hopscotch,29/07/2010,MA15+,Action,Adventure,Drama,UK,,,Neil Marshall,,,Michael Fassbender,Dominic West,Olga Kurylenko,391315,,Thursday,21164,32,,117032,32,,173413,32,,67%
Second Hand Wedding,Potential,29/07/2010,PG,Comedy,Drama,,New Zealand,,,Paul Murphy,,,Charlie Bleakley,Geraldine Brophy,Jed Brophy,88881,,Thursday,1283,19,,17441,22,,28805,22,,61%
Calling 2,Ming,29/07/2010,,Documentary,,,South Korea,,,Hyunwon Shin,,,Sungmin Kang,Miyeon Jang,Jinjoo Kang,17627,,Thursday,1282,1,,16276,1,,17627,1,,92%
Inception,Warner Bros.,22/07/2010,M,Action,Adventure,Thriller,USA,UK,,Christopher Nolan,,,Leonardo Dicaprio,Marion Cotillard,Joseph Gordon-Levitt,35692829,,Thursday,1319155,413,,7428415,413,,10328222,413,,72%
Aftershock,Dream Movie,22/07/2010,M,Drama,,,China,,,Xiaogang Feng,,,Jingchu Zhang,Daoming Chen,Yi Lu,394877,,Thursday,14180,7,,77909,7,,136966,7,,57%
Leaving,Rialto,22/07/2010,MA15+,Drama,Romance,,France,,,Catherine Corsini,,,Kristin Scott Thomas,Yvan Attal,Sergi López,288553,,Thursday,4608,13,,38426,13,,54990,13,,70%
Skin,A.I. Ent.,22/07/2010,M,Drama,Mystery,,UK,South Africa,,Anthony Fabian,,,Sophie Okonedo,Sam Neil,Alice Krige,233248,,Thursday,1232,6,,20756,8,,33754,8,,61%
Greenberg,Universal,22/07/2010,MA15+,Comedy,Drama,Romance,USA,,,Noah Baumbach,,,Ben Stiller,Rhys Ifans,Juno Temple,194958,,Thursday,7351,42,,64332,42,,90728,42,,71%
Khatta Meetha,Eros Australia,22/07/2010,M,Comedy,Romance,,India,,,Priyadarshan,,,Akshaty Kumnar,Trishna Krishnan,Makrand Deshpande,107243,,Thursday,446,11,,64359,11,,83857,11,,77%
Tere Bin Laden,Mindblowing,16/07/2010,PG,Comedy,Drama,,India,,,Abhishek Sharma,,,Ali Zafar,Piyush Mishra,Sugandha Garg,34274,,Friday,2804,7,,13155,7,,20337,7,,65%
Lamhaa,Saggi,16/07/2010,MA15+,Action,,,India,,,Rahul Dholakia,,,Bipasha Basu,Sanjay Dutt,Kunal Kapoor,14787,,Friday,2694,5,,10072,5,,13820,5,,73%
Knight & Day,Fox,15/07/2010,M,Action,Adventure,Comedy,USA,,,James Mangold,,,Tom Cruise,Cameron Diaz,Paul Dano,10159625,,Thursday,716949,360,,3754774,360,,4880152,360,,77%
"Waiting City, The",Hopscotch,15/07/2010,M,Drama,Romance,,Australia,,,Claire Mccarthy,,,Radha Mitchell,Joel Edgerton,Samrat Chakrabarti,738466,31991,Thursday,17829,25,,136892,25,,197080,25,,69%
"Runaways, The",Hoyts,15/07/2010,MA15+,Drama,Special Event,Biography,USA,,,Floria Sigismondi,,,Kristen Stewart,Dakota Fanning,Alia Shawkat,468436,,Thursday,26063,33,,137697,33,,194151,33,,71%
Creation,Icon,15/07/2010,PG,Drama,Biography,Romance,USA,,,Jon Amiel,,,Jennifer Connelly,Paul Bettany,Toby Jones,454853,,Thursday,15974,39,,114799,40,,171747,40,,67%
Mel Karade Rabba,Eros Australia,15/07/2010,M,Action,Drama,Musical,India,,,Navaniat Singh,,,Jimmy Shergill,Gippy Grewal,Neeru Bajwa,288854,,Thursday,8080,7,,89378,7,,163227,7,,55%
"Big Four, The",Sharmill,9/07/2010,,Special Event,Music,Live,,,,Sonisphere Festival,,,Metallica,Slayer,Megadeath,78793,,Friday,34816,8,,67117,8,,67117,8,,100%
Milenge Milenge,Eros Australia,9/07/2010,PG,Drama,Romance,,India,,,Satish Kaushik,,,Shahid Kapur,Aarti Chhabria,Delnaaz Paul,34053,,Friday,5605,9,,18279,9,,25806,9,,71%
"Karate Kid, The",Sony,8/07/2010,PG,Action,Drama,Family,USA,China,,Harald Zwart,,,Jackie Chan,Jaden Smith,Taraji P. Henson,13389317,2978352,Thursday,917364,241,,3686613,241,,5414673,241,,68%
Predators,Fox,8/07/2010,MA15+,Action,Adventure,Sci-fi,USA,,,Nimród Antal,,,Adrien Brody,Danny Trejo,Alice Braga,6290376,,Thursday,688134,209,,2684939,209,,3608848,209,,74%
"Hedgehog, The",Madman,8/07/2010,M,Comedy,Drama,,France,Italy,,Mona Achache,,,Josiane Balasko,Garance Le Guillermic,Togo Igawa,663946,,Thursday,13635,17,,104346,17,,159376,17,,65%
Ong Bak 3,Dream Movie,8/07/2010,MA15+,Action,,,Thailand,,,Tony Jaa,Panna Rittikrai,,Tony Jaa,,,63038,,Thursday,5568,10,,29168,11,,44318,11,,66%
"Horseman, The",Umbrella Ent.,8/07/2010,R18+,Thriller,,,Australia,,,Steven Kastrissios,,,Peter Marshall,Caroline Marohasy,Brad Mcmurray,3328,,Thursday,241,2,,2270,2,,2591,2,,88%
I Hate Luv Storys,Mindblowing,2/07/2010,PG,Comedy,Drama,Romance,India,,,Punit Malhotra,,,Sonam Kapoor,Imran Khan,,188147,,Friday,19874,11,,93346,11,,135613,11,,69%
Marmaduke,Fox,1/07/2010,PG,Comedy,Family,,USA,,,Tom Dey,,,Owen Wilson,Emma Stone,George Lopez,5003945,725457,Thursday,140123,209,,604970,209,,1540917,209,,39%
Farewell,Hopscotch,1/07/2010,M,Thriller,,,France,,,Christian Carion,,,Emir Kusturica,Guillaume Canet,Alexandra Maria Lara,422200,13807,Thursday,11532,17,,111504,17,,158473,17,,70%
"Twilight Saga: Eclipse, The",Studiocanal,1/07/2010,M,Adventure,Drama,Romance,USA,,,David Slade,,,Kristen Stewart,Robert Pattinson,Taylor Lautner,32492,,Thursday,4424834,536,,12990707,536,,17736925,536,,73%
Every Jack Has A Jill,Vendetta,1/07/2010,M,Comedy,Romance,,Canada,France,,Jennifer Devoldère,,,Mélanie Laurent,Justin Bartha,Valérie Benguigui,16310,,Thursday,343,3,,5038,3,,7201,3,,70%
Channa Sachi Muchi,Bajwa,25/06/2010,M,Musical,,,Pakistan,,,Ijaz Bajwa,,,Moammar Rana,Saima,Babar Ali,1239,,Friday,198,5,,772,5,,1239,5,,62%
Toy Story 3,Walt Disney,24/06/2010,G,Adventure,Comedy,Animated,USA,,,Lee Unkrich,,,Tom Hanks,Tim Allen,Joan Cusack,42436783,,Thursday,1039607,466,,7408201,480,,11808098,480,,63%
Grown Ups,Sony,24/06/2010,PG,Comedy,,,USA,,,Dennis Dugan,,,Adam Sandler,Kevin James,Rob Schneider,12070657,,Thursday,379176,228,,2763244,228,,4190890,228,,66%
I Am Love,Rialto,24/06/2010,MA15+,Drama,Romance,,Italy,,,Luca Guadagnino,,,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini,1531185,,Thursday,13447,20,,196119,20,,268100,20,,73%
"Most Dangerous Man In America: Daniel Ellsberg And The Pentagon Papers, The",Antidote,24/06/2010,PG,Documentary,,,USA,,,Judith Ehrlich,,,John Dean,Daniel Ellsberg,Patricia Ellsberg,18245,,Thursday,301,1,,4965,1,,7208,1,,69%
Raavan,Icon,18/06/2010,MA15+,Drama,,,India,,,Mani Ratnam,,,Abhishek Bachchan,Aishwaraya Rai,Vikram,237955,,Friday,45947,35,,143222,35,,188318,35,,76%
Shrek Forever After,Paramount,17/06/2010,PG,Adventure,Comedy,Family,USA,,,Mike Mitchell,,,Cameron Diaz,Eddie Murphy,Mike Myers,27496044,3873825,Thursday,474893,471,,4928343,471,,6265377,471,,79%
Get Him To The Greek,Universal,17/06/2010,MA15+,Comedy,Special Event,Music,USA,,,Nicholas Stoller,,,Jonah Hill,Rose Byrne,Russell Brand,9257311,902997,Thursday,378178,202,,2390788,202,,3313307,202,,72%
Mother And Child,Hopscotch,17/06/2010,MA15+,Drama,Romance,,USA,Spain,,Rodrigo García,,,Naomi Watts,Samuel L. Jackson,David Morse,1252337,56158,Thursday,20944,30,,171289,30,,260268,30,,66%
Lou,Kojo Pictures,17/06/2010,M,Drama,,,Australia,,,Belinda Chayko,,,Emily Barclay,Daniella Farinacci,Damien Garvey,62763,,Thursday,1879,16,,27371,16,,33843,16,,81%
Rocket Science,Hopscotch,17/06/2010,M,Comedy,Drama,,USA,,,Jeffrey Blitz,,,Nicholas D'agosto,Anna Kendrick,Utkarsh Ambudkar,12211,,Thursday,301,2,,4482,2,,6183,2,,72%
Panjaban: Love Rules Hearts,Eros Australia,11/06/2010,M,Drama,,,India,,,Gaurav Trehan,,,Athar Habib,Harish Verma,Miss Pooja,11519,,Friday,898,6,,5385,6,,10444,6,,52%
"A-Team, The",Fox,10/06/2010,M,Action,Adventure,Comedy,USA,,,Joe Carnahan,,,Bradley Cooper,Liam Neeson,Sharlto Copley,10133235,,Thursday,559026,324,,3465746,324,,4969535,324,,70%
Mademoiselle Chambon,Sharmill,10/06/2010,M,Drama,,,France,,,Stéphane Brizé,,,Vincent Lindon,Sandrine Kiberlain,Aure Atika,229008,1776,Thursday,3939,7,,40855,7,,63519,7,,64%
God Lives In The Himalayas,Solangture,10/06/2010,PG,Drama,,,Nepal,,,Sanjay Shrinivas,,,Bijwol Giri,Malavika Subba,Sunil Thapa,3313,,Thursday,190,1,,1552,1,,2695,1,,58%
Raajneeti,Mindblowing,4/06/2010,MA15+,Drama,Thriller,,India,,,Prakash Jha,,,Naseeruddin Shah,Arjun Rampal,Nana Patekar,449420,,Friday,44283,15,,217026,15,,312247,15,,70%
Sex And The City 2,Roadshow,3/06/2010,MA15+,Comedy,Drama,Romance,USA,,,Michael Patrick King,,,Sarah Jessica Parker,Kim Cattrall,Chris Noth,23529337,1154102,Thursday,1762836,561,,7907073,561,,10507375,561,,75%
Animal Kingdom,Madman,3/06/2010,MA15+,Drama,Crime,,Australia,,,David Michôd,,,Guy Pearce,Joel Edgerton,Ben Mendelsohn,5000658,113801,Thursday,67182,48,,604139,48,,869337,48,,69%
Exit Through The Gift Shop,Madman,3/06/2010,M,Comedy,Documentary,Crime,USA,UK,,Banksy,,,Banksy,Shepard Fairey,Thierry Guetta,684111,,Thursday,4947,1,,44781,4,,80381,4,,56%
Legion,Sony,3/06/2010,MA15+,Action,Horror,Thriller,USA,,,Scott Stewart,,,Dennis Quaid,Paul Bettany,Kevin Durand,619456,,Thursday,57553,89,,314702,89,,423886,89,,74%
Prince Of Persia: Sands Of Time,Walt Disney,27/05/2010,M,Action,Adventure,Fantasy,USA,,,Mike Newell,,,Gemma Arterton,Jake Gyllenhaal,Ben Kingsley,10482000,,Thursday,554661,299,,3487968,299,,4509280,299,,77%
Street Dance 3D,Paramount,27/05/2010,PG,Drama,,,UK,,,Max Giwa,Dania Pasquini,,Charlotte Rampling,Rachel Mcdowall,Eleanor Bron,2156959,,Thursday,81770,127,,759688,127,,930331,127,,82%
"Losers, The",Warner Bros.,27/05/2010,M,Action,Adventure,Drama,USA,,,Sylcain White,,,Zoe Saldana,Jeffrey Dean Morgan,Chris Evans,968037,,Thursday,60777,116,,441143,116,,576894,116,,76%
